Name1,Name2,Equivalent
proof of uni degree provided,Wait for bachelor's certificate,False
proof of uni degree provided,Certificate&#10;received,False
proof of uni degree provided,Send bachelor's certificate,False
proof of uni degree provided,Provisional &#10;acceptance&#10;cancelled,False
proof of uni degree provided,Provisional&#10;acceptance&#10;confirmed,False
proof of uni degree provided,Send letter of &#10;provisional acceptance,False
proof of uni degree provided,Wait for Bachelor's certificate,False
proof of uni degree provided,Check certificate,False
proof of uni degree provided,Conduct oral examination,False
proof of uni degree provided,Confirm provisional acceptance,False
proof of uni degree provided,Cancel provisional acceptance,False
proof of uni degree provided,Check application in time,False
proof of uni degree provided,Complete and&#10;in time?,False
proof of uni degree provided,Hand application over to examining board,False
proof of uni degree provided,Rank with other applicants,False
proof of uni degree provided,Rank sufficient?,False
proof of uni degree provided,Send acceptance,False
proof of uni degree provided,Send rejection,False
proof of uni degree provided,Check if bachelor is sufficient,False
proof of uni degree provided,Set additional requirements,False
proof of uni degree provided,Check if bachelors-grade within top 85%,False
proof of uni degree provided,Invite for talk,False
proof of uni degree provided,Talk to applicant,False
proof of uni degree provided,Document,False
proof of uni degree provided,Fill out application&#10;form,False
proof of uni degree provided,Complete application,False
proof of uni degree provided,Add certificate of Bachelor degree,False
proof of uni degree provided,German?,False
proof of uni degree provided,Add certificate of German language,False
proof of uni degree provided,Send application,False
proof of uni degree provided,Receive rejection,False
proof of uni degree provided,Immatriculate,False
proof of uni degree provided,Receive acceptance,False
proof of uni degree provided,Take&#10;interview,False
proof of uni degree provided,Choose master program,False
proof of uni degree provided,Receive application number and passwort,False
proof of uni degree provided,Print out the online application form (GER),False
proof of uni degree provided,Print out the online application form (INT),False
proof of uni degree provided,Send all the requirements to the secretarial office for students,False
proof of uni degree provided,Waiting for the response,False
proof of uni degree provided,Receiving acceptance letter,False
proof of uni degree provided,Reservation place,False
proof of uni degree provided,Rejection,False
proof of uni degree provided,Providing the missing documents,False
proof of uni degree provided,Enrollment,False
proof of uni degree provided,Receive application,False
proof of uni degree provided,Rank application on scale from 1 to 10,False
proof of uni degree provided,Assessment of application,False
proof of uni degree provided,proof of uni degree provided,False
proof of uni degree provided,requirements are not met or low ranking,False
proof of uni degree provided,high ranking requirements are met,False
proof of uni degree provided,proposed as accepted,False
proof of uni degree provided,proposed as reserved,False
proof of uni degree provided,proposed as rejected,False
proof of uni degree provided,Final confirmation by head of the university,False
proof of uni degree provided,Receiving the written applications,False
proof of uni degree provided,Checking if complete,False
proof of uni degree provided,Mark as not complete,False
proof of uni degree provided,Mark as complete,False
proof of uni degree provided,Send documents to selection committee,False
proof of uni degree provided,Publishing the letters,False
proof of uni degree provided,Update the applicant status,False
proof of uni degree provided,Allocate an application number and password to each applicant,False
proof of uni degree provided,Document online applications,False
proof of uni degree provided,Check application complete,False
proof of uni degree provided,Score bachelors grade,False
proof of uni degree provided,Score motivation,False
proof of uni degree provided,Score qualifications,False
proof of uni degree provided,Sum scores,False
proof of uni degree provided,Invite applicant for appointment,False
proof of uni degree provided,Appoint applicant,False
proof of uni degree provided,Make decision,False
proof of uni degree provided,Accept application,False
proof of uni degree provided,Attach additional requirements,False
proof of uni degree provided,Reject application,False
proof of uni degree provided,Fill out application form,False
proof of uni degree provided,Add certificate of bachelor degree,False
proof of uni degree provided,Create and add CV,False
proof of uni degree provided,Create and add English letter of motivation,False
proof of uni degree provided,Add certificate of English language,False
proof of uni degree provided,Add certificates of further language skills,False
proof of uni degree provided,Add certificates of qualification,False
proof of uni degree provided,Compare and send application,False
proof of uni degree provided,Choose courses of studies,False
proof of uni degree provided,Receive rejection for course of studies,False
proof of uni degree provided,Receive application form,False
proof of uni degree provided,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
proof of uni degree provided,Upload university entrance certificate,False
proof of uni degree provided,Upload letter of motivation,False
proof of uni degree provided,Upload cv,False
proof of uni degree provided,Upload course&#10;description,False
proof of uni degree provided,Upload language certificate,False
proof of uni degree provided,Print out and sign application form,False
proof of uni degree provided,Collect additional required documents,False
proof of uni degree provided,Send application form and documents,False
proof of uni degree provided,Take interview,False
proof of uni degree provided,Not take interview,False
proof of uni degree provided,Check and evaluate application,False
proof of uni degree provided,Create transcript of applicant,False
proof of uni degree provided,Create ranking,False
proof of uni degree provided,Mark applicant as not suitable,False
proof of uni degree provided,Mark applicant as suitable,False
proof of uni degree provided,Invite applicant for interview,False
proof of uni degree provided,Discuss qualification,False
proof of uni degree provided,Reject applicant,False
proof of uni degree provided,Mark applicant as qualified,False
proof of uni degree provided,Mark applicant as not qualified,False
proof of uni degree provided,Accept applicant,False
proof of uni degree provided,Send information to application office,False
proof of uni degree provided,Do the interview,False
proof of uni degree provided,Receive and sort application,False
proof of uni degree provided,Check citizenship,False
proof of uni degree provided,Check application in time EU countries,False
proof of uni degree provided,Check application in time non-EU countries,False
proof of uni degree provided,In time?,False
proof of uni degree provided,Send application to selection committee,False
proof of uni degree provided,Update application system,False
proof of uni degree provided,Check responses,False
proof of uni degree provided,Meet the basic&#10; requirements?,False
proof of uni degree provided,Reject interview,False
proof of uni degree provided,Send application form,False
proof of uni degree provided,Update status of application,False
proof of uni degree provided,Check if bachelor equivalent to Uni Potsdam,False
proof of uni degree provided,Case of &#10;hardship?,False
proof of uni degree provided,Rank case,False
proof of uni degree provided,Hardship&#10;sufficient?,False
proof of uni degree provided,Score bachelors grade by Â§7(1)(a) * 51,False
proof of uni degree provided,Score qualifications by Â§7(1)(b) * 34,False
proof of uni degree provided,Score qualifications by Â§7(1)(c) * 15,False
proof of uni degree provided,Score &gt;= 600?,False
proof of uni degree provided,Add additional requirements,False
proof of uni degree provided,Create and add letter of motivation,False
proof of uni degree provided,Add recommendations,False
proof of uni degree provided,Add case-of-hardship certificate,False
proof of uni degree provided,Check bachelor's degree,False
proof of uni degree provided,Forward documents,False
proof of uni degree provided,Documents &#10;received,False
proof of uni degree provided,Send interview invitation,False
proof of uni degree provided,Conduct interview,False
proof of uni degree provided,Go to the interview,False
proof of uni degree provided,Invited to an&#10;interview,False
proof of uni degree provided,Precheck of documents,False
proof of uni degree provided,Complete?,False
proof of uni degree provided,Send commitment,False
proof of uni degree provided,Checking for contentual match,False
proof of uni degree provided,Check if has university entrance qualification,False
proof of uni degree provided,Check for DSH,False
proof of uni degree provided,Checking for completeness,False
proof of uni degree provided,Choose Uni,False
proof of uni degree provided,Fill in printed form of application for international students,False
proof of uni degree provided,Send international application,False
proof of uni degree provided,Send german application,False
proof of uni degree provided,Fill in online form of application,False
proof of uni degree provided,Receive Commitment,False
proof of uni degree provided,Waiting for response,False
proof of uni degree provided,Matriculate,False
requirements are not met or low ranking,Apply online,False
requirements are not met or low ranking,Send online protocol,False
requirements are not met or low ranking,Send documents by post,False
requirements are not met or low ranking,Take aptitude test,False
requirements are not met or low ranking,Pay for aptitude test,False
requirements are not met or low ranking,Wait for results,False
requirements are not met or low ranking,Accepted,False
requirements are not met or low ranking,Rejected,False
requirements are not met or low ranking,Check documents,False
requirements are not met or low ranking,Keep in the applicant pool,False
requirements are not met or low ranking,Invite to an aptitude test,False
requirements are not met or low ranking,Rank students according to GPA and the test results,False
requirements are not met or low ranking,Evaluate,False
requirements are not met or low ranking,Send letter of rejection,False
requirements are not met or low ranking,Send letter of acceptance,False
requirements are not met or low ranking,Documents&#10;received,False
requirements are not met or low ranking,Take oral exam,False
requirements are not met or low ranking,Accepted&#10;provisionally,False
requirements are not met or low ranking,Wait for bachelor's certificate,False
requirements are not met or low ranking,Certificate&#10;received,False
requirements are not met or low ranking,Send bachelor's certificate,False
requirements are not met or low ranking,Provisional &#10;acceptance&#10;cancelled,False
requirements are not met or low ranking,Provisional&#10;acceptance&#10;confirmed,False
requirements are not met or low ranking,Send letter of &#10;provisional acceptance,False
requirements are not met or low ranking,Wait for Bachelor's certificate,False
requirements are not met or low ranking,Check certificate,False
requirements are not met or low ranking,Conduct oral examination,False
requirements are not met or low ranking,Confirm provisional acceptance,False
requirements are not met or low ranking,Cancel provisional acceptance,False
requirements are not met or low ranking,Check application in time,False
requirements are not met or low ranking,Complete and&#10;in time?,False
requirements are not met or low ranking,Hand application over to examining board,False
requirements are not met or low ranking,Rank with other applicants,False
requirements are not met or low ranking,Rank sufficient?,False
requirements are not met or low ranking,Send acceptance,False
requirements are not met or low ranking,Send rejection,False
requirements are not met or low ranking,Check if bachelor is sufficient,False
requirements are not met or low ranking,Set additional requirements,False
requirements are not met or low ranking,Check if bachelors-grade within top 85%,False
requirements are not met or low ranking,Invite for talk,False
requirements are not met or low ranking,Talk to applicant,False
requirements are not met or low ranking,Document,False
requirements are not met or low ranking,Fill out application&#10;form,False
requirements are not met or low ranking,Complete application,False
requirements are not met or low ranking,Add certificate of Bachelor degree,False
requirements are not met or low ranking,German?,False
requirements are not met or low ranking,Add certificate of German language,False
requirements are not met or low ranking,Send application,False
requirements are not met or low ranking,Receive rejection,False
requirements are not met or low ranking,Immatriculate,False
requirements are not met or low ranking,Receive acceptance,False
requirements are not met or low ranking,Take&#10;interview,False
requirements are not met or low ranking,Choose master program,False
requirements are not met or low ranking,Receive application number and passwort,False
requirements are not met or low ranking,Print out the online application form (GER),False
requirements are not met or low ranking,Print out the online application form (INT),False
requirements are not met or low ranking,Send all the requirements to the secretarial office for students,False
requirements are not met or low ranking,Waiting for the response,False
requirements are not met or low ranking,Receiving acceptance letter,False
requirements are not met or low ranking,Reservation place,False
requirements are not met or low ranking,Rejection,False
requirements are not met or low ranking,Providing the missing documents,False
requirements are not met or low ranking,Enrollment,False
requirements are not met or low ranking,Receive application,False
requirements are not met or low ranking,Rank application on scale from 1 to 10,False
requirements are not met or low ranking,Assessment of application,False
requirements are not met or low ranking,proof of uni degree provided,False
requirements are not met or low ranking,requirements are not met or low ranking,False
requirements are not met or low ranking,high ranking requirements are met,False
requirements are not met or low ranking,proposed as accepted,False
requirements are not met or low ranking,proposed as reserved,False
requirements are not met or low ranking,proposed as rejected,False
requirements are not met or low ranking,Final confirmation by head of the university,False
requirements are not met or low ranking,Receiving the written applications,False
requirements are not met or low ranking,Checking if complete,False
requirements are not met or low ranking,Mark as not complete,False
requirements are not met or low ranking,Mark as complete,False
requirements are not met or low ranking,Send documents to selection committee,False
requirements are not met or low ranking,Publishing the letters,False
requirements are not met or low ranking,Update the applicant status,False
requirements are not met or low ranking,Allocate an application number and password to each applicant,False
requirements are not met or low ranking,Document online applications,False
requirements are not met or low ranking,Check application complete,False
requirements are not met or low ranking,Score bachelors grade,False
requirements are not met or low ranking,Score motivation,False
requirements are not met or low ranking,Score qualifications,False
requirements are not met or low ranking,Sum scores,False
requirements are not met or low ranking,Invite applicant for appointment,False
requirements are not met or low ranking,Appoint applicant,False
requirements are not met or low ranking,Make decision,False
requirements are not met or low ranking,Accept application,False
requirements are not met or low ranking,Attach additional requirements,False
requirements are not met or low ranking,Reject application,False
requirements are not met or low ranking,Fill out application form,False
requirements are not met or low ranking,Add certificate of bachelor degree,False
requirements are not met or low ranking,Create and add CV,False
requirements are not met or low ranking,Create and add English letter of motivation,False
requirements are not met or low ranking,Add certificate of English language,False
requirements are not met or low ranking,Add certificates of further language skills,False
requirements are not met or low ranking,Add certificates of qualification,False
requirements are not met or low ranking,Compare and send application,False
requirements are not met or low ranking,Choose courses of studies,False
requirements are not met or low ranking,Receive rejection for course of studies,False
requirements are not met or low ranking,Receive application form,False
requirements are not met or low ranking,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
requirements are not met or low ranking,Upload university entrance certificate,False
requirements are not met or low ranking,Upload letter of motivation,False
requirements are not met or low ranking,Upload cv,False
requirements are not met or low ranking,Upload course&#10;description,False
requirements are not met or low ranking,Upload language certificate,False
requirements are not met or low ranking,Print out and sign application form,False
requirements are not met or low ranking,Collect additional required documents,False
requirements are not met or low ranking,Send application form and documents,False
requirements are not met or low ranking,Take interview,False
requirements are not met or low ranking,Not take interview,False
requirements are not met or low ranking,Check and evaluate application,False
requirements are not met or low ranking,Create transcript of applicant,False
requirements are not met or low ranking,Create ranking,False
requirements are not met or low ranking,Mark applicant as not suitable,False
requirements are not met or low ranking,Mark applicant as suitable,False
requirements are not met or low ranking,Invite applicant for interview,False
requirements are not met or low ranking,Discuss qualification,False
requirements are not met or low ranking,Reject applicant,False
requirements are not met or low ranking,Mark applicant as qualified,False
requirements are not met or low ranking,Mark applicant as not qualified,False
requirements are not met or low ranking,Accept applicant,False
requirements are not met or low ranking,Send information to application office,False
requirements are not met or low ranking,Do the interview,False
requirements are not met or low ranking,Receive and sort application,False
requirements are not met or low ranking,Check citizenship,False
requirements are not met or low ranking,Check application in time EU countries,False
requirements are not met or low ranking,Check application in time non-EU countries,False
requirements are not met or low ranking,In time?,False
requirements are not met or low ranking,Send application to selection committee,False
requirements are not met or low ranking,Update application system,False
requirements are not met or low ranking,Check responses,False
requirements are not met or low ranking,Meet the basic&#10; requirements?,False
requirements are not met or low ranking,Reject interview,False
requirements are not met or low ranking,Send application form,False
requirements are not met or low ranking,Update status of application,False
requirements are not met or low ranking,Check if bachelor equivalent to Uni Potsdam,False
requirements are not met or low ranking,Case of &#10;hardship?,False
requirements are not met or low ranking,Rank case,False
requirements are not met or low ranking,Hardship&#10;sufficient?,False
requirements are not met or low ranking,Score bachelors grade by Â§7(1)(a) * 51,False
requirements are not met or low ranking,Score qualifications by Â§7(1)(b) * 34,False
requirements are not met or low ranking,Score qualifications by Â§7(1)(c) * 15,False
requirements are not met or low ranking,Score &gt;= 600?,False
requirements are not met or low ranking,Add additional requirements,False
requirements are not met or low ranking,Create and add letter of motivation,False
requirements are not met or low ranking,Add recommendations,False
requirements are not met or low ranking,Add case-of-hardship certificate,False
requirements are not met or low ranking,Check bachelor's degree,False
requirements are not met or low ranking,Forward documents,False
requirements are not met or low ranking,Documents &#10;received,False
requirements are not met or low ranking,Send interview invitation,False
requirements are not met or low ranking,Conduct interview,False
requirements are not met or low ranking,Go to the interview,False
requirements are not met or low ranking,Invited to an&#10;interview,False
requirements are not met or low ranking,Precheck of documents,False
requirements are not met or low ranking,Complete?,False
requirements are not met or low ranking,Send commitment,False
requirements are not met or low ranking,Checking for contentual match,False
requirements are not met or low ranking,Check if has university entrance qualification,False
requirements are not met or low ranking,Check for DSH,False
requirements are not met or low ranking,Checking for completeness,False
requirements are not met or low ranking,Choose Uni,False
requirements are not met or low ranking,Fill in printed form of application for international students,False
requirements are not met or low ranking,Send international application,False
requirements are not met or low ranking,Send german application,False
requirements are not met or low ranking,Fill in online form of application,False
requirements are not met or low ranking,Receive Commitment,False
requirements are not met or low ranking,Waiting for response,False
requirements are not met or low ranking,Matriculate,False
high ranking requirements are met,Apply online,False
high ranking requirements are met,Send online protocol,False
high ranking requirements are met,Send documents by post,False
high ranking requirements are met,Take aptitude test,False
high ranking requirements are met,Pay for aptitude test,False
high ranking requirements are met,Wait for results,False
high ranking requirements are met,Accepted,False
high ranking requirements are met,Rejected,False
high ranking requirements are met,Check documents,False
high ranking requirements are met,Keep in the applicant pool,False
high ranking requirements are met,Invite to an aptitude test,False
high ranking requirements are met,Rank students according to GPA and the test results,False
high ranking requirements are met,Evaluate,False
high ranking requirements are met,Send letter of rejection,False
high ranking requirements are met,Send letter of acceptance,False
high ranking requirements are met,Documents&#10;received,False
high ranking requirements are met,Take oral exam,False
high ranking requirements are met,Accepted&#10;provisionally,False
high ranking requirements are met,Wait for bachelor's certificate,False
high ranking requirements are met,Certificate&#10;received,False
high ranking requirements are met,Send bachelor's certificate,False
high ranking requirements are met,Provisional &#10;acceptance&#10;cancelled,False
high ranking requirements are met,Provisional&#10;acceptance&#10;confirmed,False
high ranking requirements are met,Send letter of &#10;provisional acceptance,False
high ranking requirements are met,Wait for Bachelor's certificate,False
high ranking requirements are met,Check certificate,False
high ranking requirements are met,Conduct oral examination,False
high ranking requirements are met,Confirm provisional acceptance,False
high ranking requirements are met,Cancel provisional acceptance,False
high ranking requirements are met,Check application in time,False
high ranking requirements are met,Complete and&#10;in time?,False
high ranking requirements are met,Hand application over to examining board,False
high ranking requirements are met,Rank with other applicants,False
high ranking requirements are met,Rank sufficient?,False
high ranking requirements are met,Send acceptance,False
high ranking requirements are met,Send rejection,False
high ranking requirements are met,Check if bachelor is sufficient,False
high ranking requirements are met,Set additional requirements,False
high ranking requirements are met,Check if bachelors-grade within top 85%,False
high ranking requirements are met,Invite for talk,False
high ranking requirements are met,Talk to applicant,False
high ranking requirements are met,Document,False
high ranking requirements are met,Fill out application&#10;form,False
high ranking requirements are met,Complete application,False
high ranking requirements are met,Add certificate of Bachelor degree,False
high ranking requirements are met,German?,False
high ranking requirements are met,Add certificate of German language,False
high ranking requirements are met,Send application,False
high ranking requirements are met,Receive rejection,False
high ranking requirements are met,Immatriculate,False
high ranking requirements are met,Receive acceptance,False
high ranking requirements are met,Take&#10;interview,False
high ranking requirements are met,Choose master program,False
high ranking requirements are met,Receive application number and passwort,False
high ranking requirements are met,Print out the online application form (GER),False
high ranking requirements are met,Print out the online application form (INT),False
high ranking requirements are met,Send all the requirements to the secretarial office for students,False
high ranking requirements are met,Waiting for the response,False
high ranking requirements are met,Receiving acceptance letter,False
high ranking requirements are met,Reservation place,False
high ranking requirements are met,Rejection,False
high ranking requirements are met,Providing the missing documents,False
high ranking requirements are met,Enrollment,False
high ranking requirements are met,Receive application,False
high ranking requirements are met,Rank application on scale from 1 to 10,False
high ranking requirements are met,Assessment of application,False
high ranking requirements are met,proof of uni degree provided,False
high ranking requirements are met,requirements are not met or low ranking,False
high ranking requirements are met,high ranking requirements are met,False
high ranking requirements are met,proposed as accepted,False
high ranking requirements are met,proposed as reserved,False
high ranking requirements are met,proposed as rejected,False
high ranking requirements are met,Final confirmation by head of the university,False
high ranking requirements are met,Receiving the written applications,False
high ranking requirements are met,Checking if complete,False
high ranking requirements are met,Mark as not complete,False
high ranking requirements are met,Mark as complete,False
high ranking requirements are met,Send documents to selection committee,False
high ranking requirements are met,Publishing the letters,False
high ranking requirements are met,Update the applicant status,False
high ranking requirements are met,Allocate an application number and password to each applicant,False
high ranking requirements are met,Document online applications,False
high ranking requirements are met,Check application complete,False
high ranking requirements are met,Score bachelors grade,False
high ranking requirements are met,Score motivation,False
high ranking requirements are met,Score qualifications,False
high ranking requirements are met,Sum scores,False
high ranking requirements are met,Invite applicant for appointment,False
high ranking requirements are met,Appoint applicant,False
high ranking requirements are met,Make decision,False
high ranking requirements are met,Accept application,False
high ranking requirements are met,Attach additional requirements,False
high ranking requirements are met,Reject application,False
high ranking requirements are met,Fill out application form,False
high ranking requirements are met,Add certificate of bachelor degree,False
high ranking requirements are met,Create and add CV,False
high ranking requirements are met,Create and add English letter of motivation,False
high ranking requirements are met,Add certificate of English language,False
high ranking requirements are met,Add certificates of further language skills,False
high ranking requirements are met,Add certificates of qualification,False
high ranking requirements are met,Compare and send application,False
high ranking requirements are met,Choose courses of studies,False
high ranking requirements are met,Receive rejection for course of studies,False
high ranking requirements are met,Receive application form,False
high ranking requirements are met,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
high ranking requirements are met,Upload university entrance certificate,False
high ranking requirements are met,Upload letter of motivation,False
high ranking requirements are met,Upload cv,False
high ranking requirements are met,Upload course&#10;description,False
high ranking requirements are met,Upload language certificate,False
high ranking requirements are met,Print out and sign application form,False
high ranking requirements are met,Collect additional required documents,False
high ranking requirements are met,Send application form and documents,False
high ranking requirements are met,Take interview,False
high ranking requirements are met,Not take interview,False
high ranking requirements are met,Check and evaluate application,False
high ranking requirements are met,Create transcript of applicant,False
high ranking requirements are met,Create ranking,False
high ranking requirements are met,Mark applicant as not suitable,False
high ranking requirements are met,Mark applicant as suitable,False
high ranking requirements are met,Invite applicant for interview,False
high ranking requirements are met,Discuss qualification,False
high ranking requirements are met,Reject applicant,False
high ranking requirements are met,Mark applicant as qualified,False
high ranking requirements are met,Mark applicant as not qualified,False
high ranking requirements are met,Accept applicant,False
high ranking requirements are met,Send information to application office,False
high ranking requirements are met,Do the interview,False
high ranking requirements are met,Receive and sort application,False
high ranking requirements are met,Check citizenship,False
high ranking requirements are met,Check application in time EU countries,False
high ranking requirements are met,Check application in time non-EU countries,False
high ranking requirements are met,In time?,False
high ranking requirements are met,Send application to selection committee,False
high ranking requirements are met,Update application system,False
high ranking requirements are met,Check responses,False
high ranking requirements are met,Meet the basic&#10; requirements?,False
high ranking requirements are met,Reject interview,False
high ranking requirements are met,Send application form,False
high ranking requirements are met,Update status of application,False
high ranking requirements are met,Check if bachelor equivalent to Uni Potsdam,False
high ranking requirements are met,Case of &#10;hardship?,False
high ranking requirements are met,Rank case,False
high ranking requirements are met,Hardship&#10;sufficient?,False
high ranking requirements are met,Score bachelors grade by Â§7(1)(a) * 51,False
high ranking requirements are met,Score qualifications by Â§7(1)(b) * 34,False
high ranking requirements are met,Score qualifications by Â§7(1)(c) * 15,False
high ranking requirements are met,Score &gt;= 600?,False
high ranking requirements are met,Add additional requirements,False
high ranking requirements are met,Create and add letter of motivation,False
high ranking requirements are met,Add recommendations,False
high ranking requirements are met,Add case-of-hardship certificate,False
high ranking requirements are met,Check bachelor's degree,False
high ranking requirements are met,Forward documents,False
high ranking requirements are met,Documents &#10;received,False
high ranking requirements are met,Send interview invitation,False
high ranking requirements are met,Conduct interview,False
high ranking requirements are met,Go to the interview,False
high ranking requirements are met,Invited to an&#10;interview,False
high ranking requirements are met,Precheck of documents,False
high ranking requirements are met,Complete?,False
high ranking requirements are met,Send commitment,False
high ranking requirements are met,Checking for contentual match,False
high ranking requirements are met,Check if has university entrance qualification,False
high ranking requirements are met,Check for DSH,False
high ranking requirements are met,Checking for completeness,False
high ranking requirements are met,Choose Uni,False
high ranking requirements are met,Fill in printed form of application for international students,False
high ranking requirements are met,Send international application,False
high ranking requirements are met,Send german application,False
high ranking requirements are met,Fill in online form of application,False
high ranking requirements are met,Receive Commitment,False
high ranking requirements are met,Waiting for response,False
high ranking requirements are met,Matriculate,False
proposed as accepted,Apply online,False
proposed as accepted,Send online protocol,False
proposed as accepted,Send documents by post,False
proposed as accepted,Take aptitude test,False
proposed as accepted,Pay for aptitude test,False
proposed as accepted,Wait for results,False
proposed as accepted,Accepted,False
proposed as accepted,Rejected,False
proposed as accepted,Check documents,False
proposed as accepted,Keep in the applicant pool,False
proposed as accepted,Invite to an aptitude test,False
proposed as accepted,Rank students according to GPA and the test results,False
proposed as accepted,Evaluate,False
proposed as accepted,Send letter of rejection,False
proposed as accepted,Send letter of acceptance,False
proposed as accepted,Documents&#10;received,False
proposed as accepted,Take oral exam,False
proposed as accepted,Accepted&#10;provisionally,False
proposed as accepted,Wait for bachelor's certificate,False
proposed as accepted,Certificate&#10;received,False
proposed as accepted,Send bachelor's certificate,False
proposed as accepted,Provisional &#10;acceptance&#10;cancelled,False
proposed as accepted,Provisional&#10;acceptance&#10;confirmed,False
proposed as accepted,Send letter of &#10;provisional acceptance,False
proposed as accepted,Wait for Bachelor's certificate,False
proposed as accepted,Check certificate,False
proposed as accepted,Conduct oral examination,False
proposed as accepted,Confirm provisional acceptance,False
proposed as accepted,Cancel provisional acceptance,False
proposed as accepted,Check application in time,False
proposed as accepted,Complete and&#10;in time?,False
proposed as accepted,Hand application over to examining board,False
proposed as accepted,Rank with other applicants,False
proposed as accepted,Rank sufficient?,False
proposed as accepted,Send acceptance,False
proposed as accepted,Send rejection,False
proposed as accepted,Check if bachelor is sufficient,False
proposed as accepted,Set additional requirements,False
proposed as accepted,Check if bachelors-grade within top 85%,False
proposed as accepted,Invite for talk,False
proposed as accepted,Talk to applicant,False
proposed as accepted,Document,False
proposed as accepted,Fill out application&#10;form,False
proposed as accepted,Complete application,False
proposed as accepted,Add certificate of Bachelor degree,False
proposed as accepted,German?,False
proposed as accepted,Add certificate of German language,False
proposed as accepted,Send application,False
proposed as accepted,Receive rejection,False
proposed as accepted,Immatriculate,False
proposed as accepted,Receive acceptance,False
proposed as accepted,Take&#10;interview,False
proposed as accepted,Choose master program,False
proposed as accepted,Receive application number and passwort,False
proposed as accepted,Print out the online application form (GER),False
proposed as accepted,Print out the online application form (INT),False
proposed as accepted,Send all the requirements to the secretarial office for students,False
proposed as accepted,Waiting for the response,False
proposed as accepted,Receiving acceptance letter,False
proposed as accepted,Reservation place,False
proposed as accepted,Rejection,False
proposed as accepted,Providing the missing documents,False
proposed as accepted,Enrollment,False
proposed as accepted,Receive application,False
proposed as accepted,Rank application on scale from 1 to 10,False
proposed as accepted,Assessment of application,False
proposed as accepted,proof of uni degree provided,False
proposed as accepted,requirements are not met or low ranking,False
proposed as accepted,high ranking requirements are met,False
proposed as accepted,proposed as accepted,False
proposed as accepted,proposed as reserved,False
proposed as accepted,proposed as rejected,False
proposed as accepted,Final confirmation by head of the university,False
proposed as accepted,Receiving the written applications,False
proposed as accepted,Checking if complete,False
proposed as accepted,Mark as not complete,False
proposed as accepted,Mark as complete,False
proposed as accepted,Send documents to selection committee,False
proposed as accepted,Publishing the letters,False
proposed as accepted,Update the applicant status,False
proposed as accepted,Allocate an application number and password to each applicant,False
proposed as accepted,Document online applications,False
proposed as accepted,Check application complete,False
proposed as accepted,Score bachelors grade,False
proposed as accepted,Score motivation,False
proposed as accepted,Score qualifications,False
proposed as accepted,Sum scores,False
proposed as accepted,Invite applicant for appointment,False
proposed as accepted,Appoint applicant,False
proposed as accepted,Make decision,False
proposed as accepted,Accept application,False
proposed as accepted,Attach additional requirements,False
proposed as accepted,Reject application,False
proposed as accepted,Fill out application form,False
proposed as accepted,Add certificate of bachelor degree,False
proposed as accepted,Create and add CV,False
proposed as accepted,Create and add English letter of motivation,False
proposed as accepted,Add certificate of English language,False
proposed as accepted,Add certificates of further language skills,False
proposed as accepted,Add certificates of qualification,False
proposed as accepted,Compare and send application,False
proposed as accepted,Choose courses of studies,False
proposed as accepted,Receive rejection for course of studies,False
proposed as accepted,Receive application form,False
proposed as accepted,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
proposed as accepted,Upload university entrance certificate,False
proposed as accepted,Upload letter of motivation,False
proposed as accepted,Upload cv,False
proposed as accepted,Upload course&#10;description,False
proposed as accepted,Upload language certificate,False
proposed as accepted,Print out and sign application form,False
proposed as accepted,Collect additional required documents,False
proposed as accepted,Send application form and documents,False
proposed as accepted,Take interview,False
proposed as accepted,Not take interview,False
proposed as accepted,Check and evaluate application,False
proposed as accepted,Create transcript of applicant,False
proposed as accepted,Create ranking,False
proposed as accepted,Mark applicant as not suitable,False
proposed as accepted,Mark applicant as suitable,False
proposed as accepted,Invite applicant for interview,False
proposed as accepted,Discuss qualification,False
proposed as accepted,Reject applicant,False
proposed as accepted,Mark applicant as qualified,False
proposed as accepted,Mark applicant as not qualified,False
proposed as accepted,Accept applicant,False
proposed as accepted,Send information to application office,False
proposed as accepted,Do the interview,False
proposed as accepted,Receive and sort application,False
proposed as accepted,Check citizenship,False
proposed as accepted,Check application in time EU countries,False
proposed as accepted,Check application in time non-EU countries,False
proposed as accepted,In time?,False
proposed as accepted,Send application to selection committee,False
proposed as accepted,Update application system,False
proposed as accepted,Check responses,False
proposed as accepted,Meet the basic&#10; requirements?,False
proposed as accepted,Reject interview,False
proposed as accepted,Send application form,False
proposed as accepted,Update status of application,False
proposed as accepted,Check if bachelor equivalent to Uni Potsdam,False
proposed as accepted,Case of &#10;hardship?,False
proposed as accepted,Rank case,False
proposed as accepted,Hardship&#10;sufficient?,False
proposed as accepted,Score bachelors grade by Â§7(1)(a) * 51,False
proposed as accepted,Score qualifications by Â§7(1)(b) * 34,False
proposed as accepted,Score qualifications by Â§7(1)(c) * 15,False
proposed as accepted,Score &gt;= 600?,False
proposed as accepted,Add additional requirements,False
proposed as accepted,Create and add letter of motivation,False
proposed as accepted,Add recommendations,False
proposed as accepted,Add case-of-hardship certificate,False
